date,sp_return,cpi_inflation,real_return
2000-04-30,0.04157171550086236,0.00945067926757237,0.03212103623328999
2000-07-31,-0.014871695611821112,0.010532475131655783,-0.025404170743476895
2000-10-31,-0.0009993721717763693,0.006948465547191862,-0.007947837718968231
2001-01-31,-0.04434728806893806,0.009775733179988366,-0.05412302124892643
2001-04-30,-0.08532151887241457,0.004555808656036442,-0.08987732752845101
2001-07-31,-0.03059720332299809,0.005668934240362855,-0.036266137563360945
2001-10-31,-0.1250381460284391,0.0011273957158961512,-0.12616554174433525
2002-01-31,0.06644767775226046,0.0005630630630630851,0.06588461468919737
2002-04-30,-0.04714201869440704,0.009003939223410473,-0.05614595791781751
2002-07-31,-0.15349333477213944,0.003904071388733943,-0.1573974061608734
2002-10-31,-0.02836706685907897,0.006666666666666599,-0.03503373352574557
2003-01-31,-0.033936954962041854,0.007726269315673218,-0.04166322427771507
2003-04-30,0.0715437300803885,0.003285870755750153,0.06825785932463835
2003-07-31,0.08003971558729628,0.0027292576419213344,0.07731045794537494
2003-10-31,0.060990965988235946,0.0065323897659228525,0.05445857622231309
2004-01-31,0.07653876610587895,0.007571660356949783,0.06896710574892917
2004-04-30,-0.021067389205325138,0.005904455179817525,-0.026971844385142663
2004-07-31,-0.005039355078964802,0.009071504802561359,-0.014110859881526161
2004-10-31,0.025850471286795296,0.008989952406134316,0.01686051888066098
2005-01-31,0.04518675505729908,0.00419287211740027,0.04099388293989881
2005-04-30,-0.020672702719572,0.01096033402922747,-0.03163303674879947
2005-07-31,0.06684538164582032,0.006195147134744561,0.06065023451107576
2005-10-31,-0.02201465164148253,0.021549512570548934,-0.043564164212031464
2006-01-31,0.06053797872252198,0.0010045203415369741,0.059533458380985005
2006-04-30,0.02385009557603812,0.00702458605117906,0.01682550952485906
2006-07-31,-0.02590393141462921,0.01096163428002006,-0.03686556569464927
2006-10-31,0.07933193216284828,-0.004928536224741209,0.0842604683875895
2007-01-31,0.04376101382661579,0.007612679544328982,0.03614833428228681
2007-04-30,0.03068333879078211,0.012126604305018107,0.018556734485764004
2007-07-31,-0.018281519239597865,0.008251418136607347,-0.026532937376205212
2007-10-31,0.06466840111354433,0.007644398202337976,0.05702400291120635
2008-01-31,-0.11025697731758721,0.014264544194273254,-0.12452152151186047
2008-04-30,0.005106754737103758,0.008332783470170746,-0.003226028733066988
2008-07-31,-0.08531381133921245,0.02371670826672645,-0.1090305196059389
2008-10-31,-0.2356278335876264,-0.009227636337071243,-0.22640019725055516
2009-01-31,-0.14747870463709678,-0.023327726445309893,-0.12415097819178689
2009-04-30,0.056824226762143715,0.0036615345415769163,0.0531626922205668
2009-07-31,0.13138023536727217,0.009482438448772612,0.12189779691849956
2009-10-31,0.049327542735983165,0.008303605525180835,0.04102393721080233
2010-01-31,0.03636404119094272,0.0045217519825966335,0.031842289208346086
2010-04-30,0.10505922206789187,-0.00039082616052388275,0.10545004822841575
2010-07-31,-0.07170362101449956,0.0009291500117294405,-0.072632771026229
2010-10-31,0.07412857297518793,0.006571540176006918,0.06755703279918102
2011-01-31,0.08692931773460044,0.009824913826557369,0.07710440390804307
2011-04-30,0.06025098010183294,0.013138204324847136,0.047112775776985805
2011-07-31,-0.05230964632185309,0.005810087776057404,-0.05811973409791049
2011-10-31,-0.030163725806363284,0.00601166840435674,-0.036175394210720024
2012-01-31,0.047163474865282495,0.004815876515986917,0.04234759834929558
2012-04-30,0.06514732269129686,0.005903213630498394,0.05924410906079847
2012-07-31,-0.013298486623664507,-0.0026048597869862133,-0.010693626836678294
2012-10-31,0.023808897985545974,0.013333916619274744,0.01047498136627123
2013-01-31,0.060864171971700465,0.0001770003194638825,0.06068717165223658
2013-04-30,0.06639029304257638,0.0005093254028203376,0.06588096763975604
2013-07-31,0.05518383366216373,0.004758474009586067,0.05042535965257766
2013-10-31,0.04200557587168263,0.003301846285959753,0.03870372958572288
2014-01-31,0.014830249341606816,0.006928604136620553,0.007901645204986263
2014-04-30,0.05686107702559551,0.005015130393390077,0.05184594663220543
2014-07-31,0.024799009519534287,0.004355769068119075,0.020443240451415212
2014-10-31,0.045258901259094486,-0.0002863182005742315,0.04554521945966872
2015-01-31,-0.011426901234258713,-0.011300172682474852,-0.00012672855178386122
2015-04-30,0.04537367103311407,0.006283360383732228,0.03909031064938184
2015-07-31,0.008789254445755512,0.007670750395813997,0.0011185040499415155
2015-10-31,-0.011635856075589035,-0.0012645252358906012,-0.010371330839698434
2016-01-31,-0.06690525450158324,-0.0003407183689265736,-0.06656453613265667
2016-04-30,0.06445597411825488,0.00563849662531779,0.05881747749293709
2016-07-31,0.052437924886302056,0.0046403226886255755,0.04779760219767648
2016-10-31,-0.02183023241656301,0.006830458848567922,-0.028660691265130933
2017-01-31,0.07182946728045825,0.007764508296068895,0.06406495898438935
2017-04-30,0.04622020061168275,0.00236025252649652,0.04385994808518623
2017-07-31,0.03611278391895367,0.00020475607408876328,0.03590802784486491
2017-10-31,0.04248874989388085,0.009756676752250781,0.03273207314163007
2018-01-31,0.09651454528303938,0.009054195421407396,0.08746034986163198
2018-04-30,-0.06224215018667123,0.005497088712885567,-0.0677392388995568
2018-07-31,0.06353353869154721,0.0039444184680310634,0.059589120223516145
2018-10-31,-0.037123324436757255,0.006201883652981133,-0.04332520808973839
2019-01-31,-0.002817339643785166,-0.0008347443545961841,-0.001982595289188982
2019-04-30,0.08939387291109036,0.010579622348660278,0.07881425056243008
2019-07-31,0.011728376644687843,0.0022293355483029575,0.009499041096384886
2019-10-31,0.01918553272722079,0.005289247152094223,0.013896285575126566
2020-01-31,0.061878599043903915,0.007668526764013972,0.05421007227988994
2020-04-30,-0.09706654616768584,-0.011943950263770375,-0.08512259590391547
2020-07-31,0.12315839143461149,0.009061367329083803,0.11409702410552769
2020-10-31,-0.00035466635538827784,0.007613643401251258,-0.007968309756639536
2021-01-31,0.13586711599046608,0.009096531563197452,0.12677058442726863
2021-04-30,0.12571345224549169,0.01494935036754752,0.11076410187794417
2021-07-31,0.05120333489197049,0.019837667939418102,0.031365666952552385
2021-10-31,0.047806074815152755,0.01709065365222151,0.030715421162931245
2022-01-31,-0.01950546543624998,0.02167058398119681,-0.04117604941744679
2022-04-30,-0.08495524255053555,0.02129941283273684,-0.10625465538327239
2022-07-31,-0.00039694202200302175,0.02201267669574203,-0.02240961871774505
2022-10-31,-0.06254041632688379,0.01049122961686999,-0.07303164594375378
2023-01-31,0.052846377878928985,0.008097125235313252,0.04474925264361573
2023-04-30,0.022783663000425003,0.008072032487850489,0.014711630512574514
2023-07-31,0.10060726575825663,0.0058247618418660885,0.09478250391639054
2023-10-31,-0.08611104904242195,0.010134303319993876,-0.09624535236241583
2024-01-31,0.15543185846106988,0.0065064219229367115,0.14892543653813317
2024-04-30,0.039218689524098904,0.010736265652345311,0.028482423871753593
2024-07-31,0.0966322130518944,0.0017442807717005238,0.09488793228019388
2024-10-31,0.03316560076465547,0.006575905143684446,0.02658969562097102
2025-01-31,0.05872973707123852,0.010550294489451328,0.04817944258178719
